label,title,content
1,Iḷisaġvik College, Iḷisaġvik College is a public community college located in Barrow Alaska on the shore of the Arctic Ocean. The College is the only tribally controlled college in Alaska and is the northernmost accredited community college in the United States. The college is located within the boundaries of the North Slope an 89000 square mile Arctic tundra region which is not connected by road or rail and is ice-locked nine months of each year. The region is home to the Inupiat Eskimos.
8,Strupice Lower Silesian Voivodeship, Strupice [struˈpit͡sɛ] is a village in the administrative district of Gmina Chojnów within Legnica County Lower Silesian Voivodeship in south-western Poland. Prior to 1945 it was in Germany.The village has a population of 175.
10,Gouania meyenii, Gouania meyenii is a rare species of flowering plant known by the common name smoothfruit chewstick. It is endemic to Hawaii where it is known only from Oahu and Kauai. It is estimated that there are between 38 and 63 individuals of this species remaining in the wild. It is a federally listed endangered species of the United States.This is a shrub with stems growing erect or spreading and growing one half to over two meters in length.
12,The Road to Ruin (1934 film), Road to Ruin is a 1934 exploitation film directed by Dorothy Davenport under the name Mrs. Wallace Reid and Melville Shyer and written by Davenport with the uncredited contribution of the film's producer Willis Kent. The film which is in the public domain is about a young girl whose life is ruined by sex and drugs.
11,For Darkest Eyes, For Darkest Eyes is the first video release by death/doom metal band My Dying Bride. Created first as a VHS in 1997 then later being reproduced as a DVD in 2002. Live footage from Willem II The Netherlands in 1993 on November 3 the picture gallery and the live song Sear Me done in Simplon 1992 do not appear on the video version due to time constriaints of the old VHS format.
4,Albert S. Marks, Albert Smith Marks (October 16 1836 – November 4 1891) was an American attorney soldier and politician. He was Governor of Tennessee from 1879 to 1881. Prior to that he had served as a state chancery court judge. Marks fought for the Confederacy during the Civil War and part of his leg was amputated as a result of a wound suffered at the Battle of Stones River in 1862.
13,The Magic of Oz, The Magic of Oz: A Faithful Record of the Remarkable Adventures of Dorothy and Trot and the Wizard of Oz Together with the Cowardly Lion the Hungry Tiger and Cap'n Bill in Their Successful Search for a Magical and Beautiful Birthday Present for Princess Ozma of Oz is the thirteenth Land of Oz book written by L. Frank Baum.
2,Bice Lazzari, Bice Lazzari (15 November 1900 - 13 November 1981) was an Italian painter.
6,Uzu Hotel, Uzu Hotel or Ozoo or Ouzou Hotel is a hotel in Benghazi Libya overlooking the 23 July Lake of the inner harbour. It contains 184 rooms (or 262 according to another source) and is served by the Jasmine Cafe.The hotel was once nearly destroyed by a missile.
9,Pseudophoxinus kervillei, Pseudophoxinus kervillei is a species of ray-finned fish in the Cyprinidae family.It is found in Israel Jordan Lebanon and Syria.Its natural habitats are rivers intermittent rivers and freshwater lakes.It is threatened by habitat loss.
12,Turning Point (2009 action film), Turning Point (simplified Chinese: Laughing Gor之变节; traditional Chinese: Laughing Gor之變節; Mandarin Pinyin: Laughing Gor Zhì Bìan Jié; Jyutping: Laughing Gor Zi1 Bin3 Zit3) is a 2009 Hong Kong film directed by Herman Yau and starring Michael Tse in the title role of Laughing Gor and co-starring veteran actors Francis Ng and Anthony Wong.
8,Zebrzydów, Zebrzydów [zɛˈbʐɨduf] (German: Seiferdau) is a village in the administrative district of Gmina Marcinowice within Świdnica County Lower Silesian Voivodeship in south-western Poland. Prior to 1945 it was in Germany.It lies approximately 15 kilometres (9 mi) east of Świdnica and 41 kilometres (25 mi) south-west of the regional capital Wrocław.
8,Sangtok, Sangtok is a village in Mangan subdivision North Sikkim district Sikkim India. The Ministry of Home Affairs has given it a geographical code of 260881.
4,Mary Ann Arty, Mary Ann Arty-Majors (November 24 1926 – October 26 2000) was a former Republican member of the Pennsylvania House of Representatives.
13,Alice's Adventures in Wonderland, Alice's Adventures in Wonderland (commonly shortened to Alice in Wonderland) is an 1865 novel written by English author Charles Lutwidge Dodgson under the pseudonym Lewis Carroll. It tells of a girl named Alice who falls down a rabbit hole into a fantasy world populated by peculiar anthropomorphic creatures. The tale plays with logic giving the story lasting popularity with adults as well as with children. It is considered to be one of the best examples of the literary nonsense genre.
10,Polyscias gymnocarpa, Polyscias gymnocarpa commonly known as the Koʻolau Tetraplasandra is a species of flowering plant in the ivy family Araliaceae that is endemic to the Hawaiian island of Oʻahu. It is threatened by habitat loss.
11,Caught Live, Caught Live! is a live album by American all-female heavy metal band Phantom Blue.The set list consists mainly of songs from Built to Perform and Prime Cuts & Glazed Donuts. Going Mad is the only song from the band's self-titled debut album on the list. Also included is a cover of the Janis Joplin song Move Over and the previously unreleased song Bleeding from Nowhere.
13,What a queer bird, What a queer bird is a poem from the nineteenth century or before.The words are as follows:What a queer bird the frog areWhen he sit he stand (almost)When he walk he fly (almost)When he talk he cry (almost)He ain't got no sense hardlyHe ain't got no tail neither hardlyHe sit on what he ain't got hardlyIt is more likely an old folk poem or song perhaps even sung as a round. For one older version see a reference to it as an old poem.
13,The Planet of Doubt, The Planet of Doubt is a science fiction short story by Stanley G. Weinbaum that was first published in the October 1935 issue of Astounding Stories. It is Weinbaum's third story featuring Hamilton Hammond and Patricia Burlingame a sequel to Parasite Planet and The Lotus Eaters.
8,Shah Neshin Kohgiluyeh and Boyer-Ahmad, Shah Neshin (Persian: شاه نشين‎ also Romanized as Shāh Neshīn; also known as Shahneshin) is a village in Bahmai-ye Garmsiri-ye Shomali Rural District Bahmai-ye Garmsiri District Bahmai County Kohgiluyeh and Boyer-Ahmad Province Iran. At the 2006 census its population was 21 in 5 families.
13,Violence Jack, Violence Jack (バイオレンスジャック Baiorensu Jakku) is a Japanese manga written and illustrated by Go Nagai in 1973. It has had several serializations and one-shot stories which have run in the 1970s 1980s 1990s and 2000s. Most of the stories have been compiled in around 45 tankōbon while a few of them have been published as special tankōbon or have yet to be published in that format.A few of the sagas from the manga were adapted in three independent OVAs released in 1986 1988 and 1990.
13,Girls in Love (novel), Girls in Love is the first book in the Girls series written by Dame Jacqueline Wilson DBE a noted English author who writes fiction for children and young teenagers. It was first published in 1997. The other books in the series are Girls under Pressure (1998) Girls out Late (1999) and Girls in Tears (2002).
4,Charlice Byrd, Charlice H. Byrd is a former Republican member of the Georgia House of Representatives who served District 20 and parts of Cherokee County. A elementary educator from New Orleans Louisiana she and her husband Michael call Woodstock Georgia home and are members of First Baptist Woodstock.She graduated from Southeastern Louisiana University.
